OBJECTID,LifeCycleS,Shape.STLe,TRANSPORT_,TRANSPOR_1,TRAVEL_DIR,SPEED_LIMI,TOTAL_NUMB,DISASTER_R,TRUCK_ROUT,LEFT_LOCAL,RIGHT_LOCA,STRUCTURED,STRUCTUR_1,HIGHWAY_RO,HIGHWAY__1,SINGLE_HOU,FROM_LEFT_,TO_LEFT_HO,FROM_RIGHT,TO_RIGHT_H,ACCESS_RES,FROM_VEHIC,TO_VEHICLE,last_edite,AZIMUTH
1459,ACT,4.789254953539224,295095,RLO,B,"50","2",N,N,North Saanich,North Saanich,10397,Inwood Rd,,,,10840,10840,10841,10841,N,,,2024/11/18 21:50:32.000,353.347
1618,ACT,101.528991061778939,295331,RLO,B,"50","2",N,N,North Saanich,North Saanich,10397,Inwood Rd,,,,10990,11004,10991,11007,N,,,2024/11/18 21:50:32.000,328.238
14441,ACT,420.650406245029785,512346,RLO,B,"50","2",N,N,North Saanich,North Saanich,10397,Inwood Rd,,,,10842,10952,10843,10953,N,,,2024/11/18 21:50:32.000,347.474
14442,ACT,137.846843373174721,512347,RLO,B,"50","2",N,N,North Saanich,North Saanich,10397,Inwood Rd,,,,10954,10988,10955,10989,N,,,2024/11/18 21:50:32.000,286.818
3436,ACT,104.788342160948417,297796,RLO,B,"50","2",N,N,Saanich,Saanich,5209,Iona Dr,,,,3700,3708,3701,3709,N,,,2024/11/18 21:50:32.000,3.269
3437,ACT,85.452948048151043,297797,RLO,B,"50","2",N,N,Saanich,Saanich,5209,Iona Dr,,,,3640,3698,3641,3699,N,,,2024/11/18 21:50:32.000,357.512
3438,ACT,43.123129770486962,297798,RLO,B,"50","2",N,N,Saanich,Saanich,5209,Iona Dr,,,,3620,3638,3621,3639,N,,,2024/11/18 21:50:32.000,3.342
25034,ACT,29.249966460835473,2657399,RLO,B,"50","2",N,N,Langford,Langford,97246,Iota Pl,,,,981,989,,,N,,,2024/11/18 21:50:32.000,300.888
3580,ACT,43.920390900469869,297969,RLO,B,"50","2",N,N,Saanich,Saanich,5136,Ireland Crt,,,,1400,1418,1401,1419,N,,,2024/11/18 21:50:32.000,95.464
8719,ACT,104.272252820116677,306876,RLO,B,"50","2",N,N,Metchosin,Metchosin,17358,Ireland Pl,,,,4951,4999,4950,4998,N,,,2024/11/18 21:50:32.000,169.344
10179,ACT,293.312876202939151,309743,RLO,B,"50","2",N,N,Pender Island,Pender Island,30448,Irene Bay Rd,,,,2500,2530,2501,2529,N,,,2024/11/18 21:50:32.000,104.157
19900,ACT,154.586717983182893,2404407,RLO,B,"50","2",N,N,Saanich,Saanich,29403,Iris Ave,,,,1001,1065,1000,1064,N,,,2024/11/18 21:50:32.000,289.251
19903,ACT,73.550229164019115,2404410,RLO,B,"50","2",N,N,Saanich,Saanich,29403,Iris Ave,,,,1067,1099,1066,1098,N,,,2024/11/18 21:50:32.000,293.620
4409,ACT,138.577653500302858,299082,RLO,B,"50","2",N,N,Saanich,Saanich,9429,Irma St,,,,3200,3238,3201,3239,N,,,2024/11/18 21:50:32.000,35.807
4442,ACT,279.238007672111110,299125,RLO,B,"50","2",N,N,Victoria,Victoria,9429,Irma St,,,,3100,3198,3101,3199,R,,,2024/11/18 21:50:32.000,32.352
4443,ACT,136.645322743114775,299126,RLO,B,"50","2",N,N,Victoria,Victoria,9429,Irma St,,,,3000,3098,3001,3099,R,,,2024/11/18 21:50:32.000,32.168
4447,ACT,130.082922444040520,299131,RLO,B,"50","2",N,N,Victoria,Victoria,9429,Irma St,,,,2900,2998,2901,2999,N,,,2024/11/18 21:50:32.000,14.868
4450,ACT,167.694075433242404,299134,RLO,B,"50","2",N,N,Victoria,Victoria,9429,Irma St,,,,2800,2898,2801,2899,N,,,2024/11/18 21:50:32.000,34.845
20957,ACT,136.291313488219174,2406052,RLO,B,"50","2",N,N,Saanich,Saanich,9429,Irma St,,,,3264,3298,3265,3299,N,,,2024/11/18 21:50:32.000,345.891
22479,ACT,43.858124611524374,2602620,RLO,B,"50","2",N,N,Saanich,Saanich,9429,Irma St,,,,3240,3250,3241,3251,N,,,2024/11/18 21:50:32.000,35.840
22480,ACT,51.037207167810429,2602621,RLO,B,"50","2",N,N,Saanich,Saanich,9429,Irma St,,,,3252,3262,3253,3263,N,,,2024/11/18 21:50:32.000,35.841
12844,ACT,143.381230732336832,415670,RLO,B,"50","2",N,N,Langford,Langford,24132,Ironwood Crt,,,,975,1005,974,1004,N,,,2024/11/18 21:50:32.000,344.369
13060,ACT,13.436599207016634,425671,RLO,B,"50","2",N,N,Saanich,Saanich,18476,Ironwood Pl,,,,780,782,781,783,N,,,2024/11/18 21:50:32.000,91.940
15672,ACT,35.149783458223467,568842,RLO,B,"50","2",N,N,Saanich,Saanich,18476,Ironwood Pl,,,,784,790,785,791,N,,,2024/11/18 21:50:32.000,91.942
495,ACT,120.647826145816481,293714,RLO,B,"50","2",N,N,Sidney,Sidney,27105,Iroquois Way,,,,9568,9572,9569,9569,N,,,2024/11/18 21:50:32.000,1.949
6900,ACT,71.637515406052415,303433,RLO,B,"50","2",N,N,Sidney,Sidney,27105,Iroquois Way,,,,9574,9582,9571,9583,N,,,2024/11/18 21:50:32.000,352.570
25892,ACT,92.089952357735527,2692629,RLO,B,"50","2",N,N,Sidney,Sidney,27105,Iroquois Way,,,,9585,9599,9584,9598,N,,,2024/11/18 21:50:32.000,269.939
25893,ACT,24.265414252594162,2692630,RLO,B,"50","2",N,N,Sidney,Sidney,27105,Iroquois Way,,,,9601,9603,9600,9604,N,,,2024/11/18 21:50:32.000,269.938
5712,ACT,106.098067088189694,301064,RLO,B,"30","2",N,N,Victoria,Victoria,14818,Irving Rd,,,,200,298,201,299,N,,,2024/11/18 21:50:32.000,358.787
5713,ACT,98.685522066106529,301065,RLO,B,"40","2",N,N,Victoria,Victoria,14818,Irving Rd,,,,300,318,301,329,N,,,2024/11/18 21:50:32.000,1.526
5714,ACT,160.658268873593926,301066,RLO,B,"40","2",N,N,Victoria,Victoria,14818,Irving Rd,,,,320,398,331,399,N,,,2024/11/18 21:50:32.000,359.731
19208,ACT,339.521281945155920,2310904,RLO,B,"50","2",N,N,Langford,Langford,17212,Irwin Rd,,,,2957,3009,2956,3008,N,,,2024/11/18 21:50:32.000,94.204
22707,ACT,518.467475840515704,2614790,RLO,B,"50","2",N,N,Langford,Langford,17212,Irwin Rd,,,,2901,2929,2900,2938,N,,,2024/11/18 21:50:32.000,123.208
22708,ACT,190.497774140303875,2614791,RLO,B,"50","2",N,N,Langford,Langford,17212,Irwin Rd,,,,2931,2955,2940,2954,N,,,2024/11/18 21:50:32.000,125.501
7867,ACT,74.098266409545630,305512,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,1001,1019,1000,1018,N,,,2024/11/18 21:50:32.000,308.904
11957,ACT,67.675018428737800,383307,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,901,909,900,908,N,,,2024/11/18 21:50:32.000,292.760
13881,ACT,36.499060459140587,451829,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,885,893,884,894,N,,,2024/11/18 21:50:32.000,294.054
13882,ACT,31.657851352389663,451830,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,895,899,896,898,N,,,2024/11/18 21:50:32.000,294.052
14039,ACT,101.396335774233691,453426,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,965,999,964,998,N,,,2024/11/18 21:50:32.000,296.022
14110,ACT,38.735543532265041,458230,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,961,961,956,960,N,,,2024/11/18 21:50:32.000,292.128
14111,ACT,9.594705427995171,458231,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,963,963,962,962,N,,,2024/11/18 21:50:32.000,291.289
22686,ACT,65.042225983502703,2614445,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,911,947,910,948,N,,,2024/11/18 21:50:32.000,290.000
22687,ACT,27.442279940449556,2614446,RLO,B,"50","2",N,N,Langford,Langford,16782,Isabell Ave,,,,949,959,950,954,N,,,2024/11/18 21:50:32.000,291.142
24906,ACT,341.303151849851645,2652295,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,13866,Isabella Lane,,,,751,779,750,778,N,,,2024/11/18 21:50:32.000,125.794
9632,ACT,327.024255055411857,308596,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,1271,1375,1270,1376,N,,,2024/11/18 21:50:32.000,324.633
9999,ACT,425.455957279258485,309135,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,701,739,700,740,N,,,2024/11/18 21:50:32.000,181.757
10000,ACT,179.735834377788223,309136,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,741,803,742,802,N,,,2024/11/18 21:50:32.000,151.074
15271,ACT,44.896631129295216,513944,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,1173,1199,1172,1198,N,,,2024/11/18 21:50:32.000,155.669
15272,ACT,650.646256389602513,513945,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,1201,1269,1200,1268,N,,,2024/11/18 21:50:32.000,234.183
18914,ACT,419.938600139000528,2130898,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,1031,1099,1030,1098,N,,,2024/11/18 21:50:32.000,222.338
18915,ACT,236.531635596838072,2130899,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,1101,1171,1100,1170,N,,,2024/11/18 21:50:32.000,151.809
24596,ACT,78.316512913902713,2651644,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,805,819,804,818,N,,,2024/11/18 21:50:32.000,154.905
24597,ACT,1035.949267847238843,2651645,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,4454,Isabella Point Rd,,,,821,1029,820,1028,N,,,2024/11/18 21:50:32.000,162.096
2166,ACT,60.947685308212542,296248,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,30461,Isbister St,,,,831,869,830,868,N,,,2024/11/18 21:50:32.000,230.637
19092,ACT,458.856580471937434,2309543,RLO,B,"50","2",N,N,Gossip Island,Gossip Island,3836,Island Park Dr,,,,1,465,2,2,N,,,2024/11/18 21:50:32.000,140.418
19093,ACT,33.563252986115636,2309544,RLO,B,"50","2",N,N,Gossip Island,Gossip Island,3836,Island Park Dr,,,,467,499,,,N,,,2024/11/18 21:50:32.000,119.373
2543,ACT,91.602079053416233,296725,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,700,764,701,765,N,,,2024/11/18 21:50:32.000,2.262
2544,ACT,199.851965959693786,296726,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,850,998,851,999,N,,,2024/11/18 21:50:32.000,2.201
2545,ACT,69.413260469812244,296727,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,1000,1028,1001,1029,N,,,2024/11/18 21:50:32.000,359.350
6237,ACT,11.105988078509720,301919,RLO,B,"50","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,101.234
11902,ACT,155.301090124313049,383152,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,628,698,629,699,N,,,2024/11/18 21:50:32.000,1.259
13666,ACT,49.035536327035310,445898,RLO,B,"50","2",N,N,Port Renfrew,Port Renfrew,5721,Island Rd,,,,16591,16599,16590,16598,N,,,2024/11/18 21:50:32.000,262.021
13893,ACT,134.670975172333186,451939,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,500,536,501,535,N,,,2024/11/18 21:50:32.000,275.391
13894,ACT,101.269337023011104,451940,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,580,598,567,589,N,,,2024/11/18 21:50:32.000,335.495
13895,ACT,52.211697777651317,451941,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,568,578,,,N,,,2024/11/18 21:50:32.000,237.666
13896,ACT,104.866739784884317,451942,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,627,627,591,595,N,,,2024/11/18 21:50:32.000,107.059
13897,ACT,48.105562873449635,451943,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,619,623,609,615,N,,,2024/11/18 21:50:32.000,7.640
13898,ACT,40.042139156563344,451944,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,597,603,607,607,N,,,2024/11/18 21:50:32.000,150.185
14502,ACT,116.557194412130116,512425,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,766,848,767,849,N,,,2024/11/18 21:50:32.000,2.262
15786,ACT,135.606455771975220,576718,RLO,B,"50","2",N,N,Port Renfrew,Port Renfrew,5721,Island Rd,,,,16601,16627,16600,16626,N,,,2024/11/18 21:50:32.000,255.262
15787,ACT,335.073586588305773,576719,RLO,B,"50","2",N,N,Port Renfrew,Port Renfrew,5721,Island Rd,,,,16629,16693,16628,16692,N,,,2024/11/18 21:50:32.000,216.515
15788,ACT,50.145012124045621,576720,RLO,B,"50","2",N,N,Port Renfrew,Port Renfrew,5721,Island Rd,,,,16695,16703,16694,16702,N,,,2024/11/18 21:50:32.000,242.590
15789,ACT,1506.700767277807699,576721,RLO,B,"50","2",N,N,Port Renfrew,Port Renfrew,5721,Island Rd,,,,16705,16999,16704,16998,N,,,2024/11/18 21:50:32.000,247.225
15861,ACT,106.803870856696690,583732,RLO,B,"30","2",N,N,Oak Bay,Oak Bay,5721,Island Rd,,,,538,566,537,565,N,,,2024/11/18 21:50:32.000,300.264
924,ACT,196.211391975136650,294264,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,40063,Island View Pl,,,,7000,7018,7001,7019,N,,,2024/11/18 21:50:32.000,339.300
922,ACT,128.314876131514666,294262,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,3100,3118,3101,3119,N,,,2024/11/18 21:50:32.000,94.119
7016,ACT,270.051601643280378,303621,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2920,2988,2921,2989,N,,,2024/11/18 21:50:32.000,136.978
14277,ACT,48.322379888618897,461162,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,90.417
14278,ACT,104.419405249790614,461163,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2400,2498,2401,2499,N,,,2024/11/18 21:50:32.000,90.420
14807,ACT,434.365766377142734,512865,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2990,3098,2991,3099,N,,,2024/11/18 21:50:32.000,25.426
16617,ACT,237.478946079731458,1845521,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2500,2576,2501,2577,N,,,2024/11/18 21:50:32.000,90.388
16618,ACT,224.549561517296212,1845522,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2578,2648,2579,2649,N,,,2024/11/18 21:50:32.000,90.388
24469,ACT,501.204236656595697,2650302,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2650,2818,2651,2819,N,,,2024/11/18 21:50:32.000,90.249
24470,ACT,317.428427904795285,2650304,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,2820,2918,2821,2919,N,,,2024/11/18 21:50:32.000,91.038
24471,ACT,466.025667164752235,2650305,RLO,B,"30","2",N,N,Central Saanich,Central Saanich,16864,Island View Rd,,,,3120,3254,3121,3255,N,,,2024/11/18 21:50:32.000,97.041
9923,ACT,812.375235693023797,309011,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,30729,Isle View Dr,,,,101,249,100,248,N,,,2024/11/18 21:50:32.000,316.298
6058,ACT,453.624189792652601,301668,RLO,B,"50","2",N,N,Saanich,Saanich,29281,Ivor Rd,,,,360,448,361,419,N,,,2024/11/18 21:50:32.000,92.195
12907,ACT,30.480232315003079,415776,RLO,B,"50","2",N,N,Langford,Langford,55008,Ivory Cove Plat,,,,631,635,630,634,N,,,2024/11/18 21:50:32.000,163.664
4933,ACT,104.264168109431623,299846,RLO,B,"50","2",N,N,Victoria,Victoria,11980,Ivy Pl,,,,1300,1338,1301,1339,N,,,2024/11/18 21:50:32.000,57.668
24794,ACT,245.573871538693453,2651958,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,26122,Jacalan Dr,,,,101,149,100,148,N,,,2024/11/18 21:50:32.000,300.453
5179,ACT,201.255494746229374,300167,RLO,B,"50","2",N,N,Victoria,Victoria,34927,Jack Ladder Lane,,,,2970,2998,2971,2999,N,,,2024/11/18 21:50:32.000,37.431
22646,ACT,308.566090323449316,2611621,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,5595,Jack Rd,,,,1,301,0,300,N,,,2024/11/18 21:50:32.000,106.268
7882,ACT,49.709319393550345,305542,RLO,B,"50","2",N,N,Langford,Langford,5715,Jacklin Rd,,,,3271,3279,3270,3278,N,,,2024/11/18 21:50:32.000,204.553
7883,ACT,116.387889311113810,305543,RLO,B,"50","2",N,N,Colwood,Langford,5715,Jacklin Rd,,,,3281,3299,3280,3298,N,,,2024/11/18 21:50:32.000,204.702
13286,ACT,81.451546161015258,431915,RLO,B,"30","2",N,N,Langford,Langford,5715,Jacklin Rd,,,,2701,2719,2700,2718,N,,,2024/11/18 21:50:32.000,202.220
21839,ACT,39.522856022812917,2506898,RLO,B,"50","2",N,N,Colwood,Langford,5715,Jacklin Rd,,,,,,3200,3208,N,,,2024/11/18 21:50:32.000,202.702
21840,ACT,285.736384971900293,2506899,RLO,B,"50","2",N,N,Colwood,Langford,5715,Jacklin Rd,,,,3201,3269,3210,3268,N,,,2024/11/18 21:50:32.000,202.702
23881,ACT,166.555247996363079,2642658,RLO,B,"30","2",N,N,Langford,Langford,5715,Jacklin Rd,,,,2721,2757,2720,2762,N,,,2024/11/18 21:50:32.000,202.128
23882,ACT,31.377467324339609,2642659,RLO,B,"30","2",N,N,Langford,Langford,5715,Jacklin Rd,,,,2759,2765,2764,2764,N,,,2024/11/18 21:50:32.000,202.127
23883,ACT,108.305075448921599,2642660,RLO,B,"30","2",N,N,Langford,Langford,5715,Jacklin Rd,,,,2767,2789,2766,2788,N,,,2024/11/18 21:50:32.000,209.332
9862,ACT,118.522123198855766,308932,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,28277,Jackson Ave,,,,101,119,100,118,N,,,2024/11/18 21:50:32.000,351.012
9863,ACT,92.889938755981532,308933,RLO,B,"30","2",N,N,Salt Spring Island,Salt Spring Island,28277,Jackson Ave,,,,141,149,140,148,N,,,2024/11/18 21:50:32.000,358.822
9864,ACT,100.367684111369641,308934,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,28277,Jackson Ave,,,,121,139,120,138,N,,,2024/11/18 21:50:32.000,358.108
3844,ACT,267.292160604487890,298330,RLO,B,"30","2",N,N,Victoria,Victoria,15706,Jackson St,,,,3000,3098,3001,3099,N,,,2024/11/18 21:50:32.000,349.414
3845,ACT,300.426957036564886,298331,RLO,B,"30","2",N,N,Victoria,Victoria,15706,Jackson St,,,,3100,3198,3101,3199,N,,,2024/11/18 21:50:32.000,349.387
11295,ACT,38.648181988031467,352111,RLO,B,"50","2",N,N,Sooke,Sooke,36536,Jackson's Pl,,,,7121,7149,7120,7148,N,,,2024/11/18 21:50:32.000,212.415
7679,ACT,170.269040850078426,305238,RLO,B,"50","2",N,N,Langford,Langford,17098,Jacobson Rd,,,,2801,2819,2800,2818,N,,,2024/11/18 21:50:32.000,204.050
3394,ACT,191.382742678357005,297751,RLO,B,"50","2",N,N,Saanich,Saanich,22192,Jade Pl,,,,1800,1838,1801,1839,N,,,2024/11/18 21:50:32.000,76.413
8079,ACT,171.788819637955271,305790,RLO,B,"50","2",N,N,Colwood,Colwood,26747,Jadel Dr,,,,641,659,640,658,N,,,2024/11/18 21:50:32.000,303.981
8080,ACT,133.021198222541386,305791,RLO,B,"50","2",N,N,Colwood,Colwood,26747,Jadel Dr,,,,621,639,620,638,N,,,2024/11/18 21:50:32.000,346.720
3311,ACT,227.802771661389158,297650,RLO,B,"50","2",N,N,Saanich,Saanich,31178,Jagat Pl,,,,4150,4198,4151,4199,N,,,2024/11/18 21:50:32.000,283.132
12427,ACT,42.912770609807986,400717,RLO,B,"50","2",N,N,Saanich,Saanich,36723,Jagdeep Pl,,,,,,,,N,,,2024/11/18 21:50:32.000,90.808
12428,ACT,10.744370114622821,400718,RLO,B,"50","2",N,N,Saanich,Saanich,36723,Jagdeep Pl,,,,804,808,,,N,,,2024/11/18 21:50:32.000,350.610
12429,ACT,11.457993885493218,400719,RLO,B,"50","2",N,N,Saanich,Saanich,36723,Jagdeep Pl,,,,800,802,,,N,,,2024/11/18 21:50:32.000,28.202
15951,ACT,232.472050133207262,704871,RLO,B,"50","2",N,N,Saanich,Saanich,88189,Jagtar’s Way,,,,5101,5101,5100,5100,N,,,2024/11/18 21:50:32.000,26.437
383,ACT,253.207116722236293,293525,RLO,B,"50","2",N,N,Sidney,Sidney,16985,Jahn Pl,,,,2090,2168,2091,2169,N,,,2024/11/18 21:50:32.000,92.995
5214,ACT,38.436648300938003,300263,RLO,B,"50","2",N,N,View Royal,View Royal,27030,Jalan Pl,,,,322,318,310,316,N,,,2024/11/18 21:50:32.000,168.884
3341,ACT,89.108907080419186,297689,RLO,B,"50","2",N,N,Saanich,Saanich,1227,Jamaica Rd,,,,1420,1438,1421,1439,N,,,2024/11/18 21:50:32.000,83.032
3342,ACT,310.848660291132887,297690,RLO,B,"50","2",N,N,Saanich,Saanich,1227,Jamaica Rd,,,,1440,1468,1441,1469,N,,,2024/11/18 21:50:32.000,26.374
3343,ACT,59.101517589846530,297691,RLO,B,"50","2",N,N,Saanich,Saanich,1227,Jamaica Rd,,,,1470,1478,1471,1479,N,,,2024/11/18 21:50:32.000,6.318
20119,ACT,195.243769449876936,2404994,RLO,B,"50","2",N,N,Saanich,Saanich,34980,James Hts,,,,3490,3598,3491,3599,N,,,2024/11/18 21:50:32.000,355.332
1414,ACT,5.489640937256280,295031,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,13335,James Island Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,272.381
1640,ACT,98.215615738244210,295400,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,13335,James Island Rd,,,,2500,2548,2501,2549,N,,,2024/11/18 21:50:32.000,88.483
6674,ACT,134.045750532607343,302813,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,13335,James Island Rd,,,,2550,2598,2551,2599,N,,,2024/11/18 21:50:32.000,89.716
6676,ACT,210.608026537866976,302815,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,13335,James Island Rd,,,,2600,2648,2601,2649,N,,,2024/11/18 21:50:32.000,89.416
7357,ACT,70.884793018319513,304727,RLO,B,"20","2",N,N,Central Saanich,Central Saanich,13335,James Island Rd,,,,2650,2678,2651,2679,N,,,2024/11/18 21:50:32.000,94.276
350,ACT,113.014551404675331,293488,RLO,B,"50","2",N,N,Sidney,Sidney,6737,James White Blvd,,,,2180,2208,2181,2209,N,,,2024/11/18 21:50:32.000,90.400
352,ACT,27.674693702401292,293491,RLO,B,"50","2",N,N,Sidney,Sidney,6737,James White Blvd,,,,2170,2178,2171,2179,N,,,2024/11/18 21:50:32.000,88.760
354,ACT,321.714599522962430,293493,RLO,B,"50","2",N,N,Sidney,Sidney,6737,James White Blvd,,,,2210,2298,2211,2299,N,,,2024/11/18 21:50:32.000,123.931
357,ACT,104.060439970752242,293498,RLO,B,"50","2",N,N,Sidney,Sidney,6737,James White Blvd,,,,2300,2338,2301,2339,N,,,2024/11/18 21:50:32.000,89.858
358,ACT,148.378082672138618,293499,RLO,B,"50","2",N,N,Sidney,Sidney,6737,James White Blvd,,,,2340,2398,2341,2399,N,,,2024/11/18 21:50:32.000,90.398
377,ACT,61.753169427730583,293519,RLO,B,"50","2",N,N,Sidney,Sidney,32671,James White Blvd W,,,,2080,2084,2081,2083,N,,,2024/11/18 21:50:32.000,89.914
379,ACT,156.228501952249275,293521,RLO,B,"50","2",N,N,Sidney,Sidney,32671,James White Blvd W,,,,2110,2158,2109,2159,N,,,2024/11/18 21:50:32.000,89.995
380,ACT,99.288547594674782,293522,RLO,B,"50","2",N,N,Sidney,Sidney,32671,James White Blvd W,,,,2108,2108,2085,2093,N,,,2024/11/18 21:50:32.000,180.263
381,ACT,25.084330855620816,293523,RLO,B,"50","2",N,N,Sidney,Sidney,32671,James White Blvd W,,,,2107,2101,2095,2100,N,,,2024/11/18 21:50:32.000,179.815
10136,ACT,87.956016796805898,309671,RLO,B,"50","2",N,N,Langford,Langford,8508,Jamie Pl,,,,200,220,201,221,N,,,2024/11/18 21:50:32.000,103.563
961,ACT,61.480858046968933,294320,RLO,B,"50","2",N,N,Central Saanich,Central Saanich,17686,Janaud Close,,,,6460,6478,6461,6479,N,,,2024/11/18 21:50:32.000,7.593
4214,ACT,281.899809742972764,298823,RLO,B,"50","2",N,N,Saanich,Saanich,22138,Jasmine Ave,,,,801,949,800,948,N,,,2024/11/18 21:50:32.000,298.198
5208,ACT,219.387367776553191,300242,RLO,B,"50","2",N,N,Saanich,Saanich,22138,Jasmine Ave,,,,1001,1099,1000,1098,N,,,2024/11/18 21:50:32.000,297.602
5209,ACT,186.364681244465714,300243,RLO,B,"50","2",N,N,Saanich,Saanich,22138,Jasmine Ave,,,,701,799,700,798,N,,,2024/11/18 21:50:32.000,305.214
5932,ACT,161.600809942199675,301440,RLO,B,"50","2",N,N,Saanich,Saanich,22138,Jasmine Ave,,,,951,999,950,998,N,,,2024/11/18 21:50:32.000,286.953
11122,ACT,55.620360653721043,344443,RLO,B,"50","2",N,N,Colwood,Colwood,35691,Jason Lane,,,,2121,2129,,,N,,,2024/11/18 21:50:32.000,158.593
3171,ACT,108.422871611159593,297481,RLO,B,"50","2",N,N,Saanich,Saanich,11506,Jason Pl,,,,4040,4078,4041,4079,N,,,2024/11/18 21:50:32.000,38.214
3675,ACT,155.189980744434706,298106,RLO,B,"50","2",N,N,Saanich,Saanich,15305,Jasper Pl,,,,1500,1598,1501,1599,N,,,2024/11/18 21:50:32.000,81.728
11299,ACT,57.477377533252152,352248,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,7708,Jasper Rd,,,,291,299,290,298,N,,,2024/11/18 21:50:32.000,282.144
17610,ACT,460.986558437480426,1912001,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,7708,Jasper Rd,,,,101,189,100,190,N,,,2024/11/18 21:50:32.000,294.073
24731,ACT,132.341985216509158,2651852,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,7708,Jasper Rd,,,,191,219,192,218,N,,,2024/11/18 21:50:32.000,239.475
24732,ACT,329.771942447226763,2651853,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,7708,Jasper Rd,,,,221,289,220,288,N,,,2024/11/18 21:50:32.000,261.090
8683,ACT,203.165985092547402,306833,RLO,B,"50","2",N,N,Highlands,Highlands,25395,Jayhawk Pl,,,,401,419,400,418,N,,,2024/11/18 21:50:32.000,301.254
